,Unnamed: 0,DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Weapon Used Code,Weapon Description,Status Code,Status Description,Address,Cross Street,Location ,Year
373,1429920,170104358,01/06/2017,01/06/2017,54,1,Central,154,210,ROBBERY,0416 0344,32.0,M,O,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,5TH,MAIN,"(34.0471, -118.2491)",2017
380,1429927,170104375,01/06/2017,01/06/2017,1845,1,Central,158,210,ROBBERY,0302 0344,45.0,M,H,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,6TH                          ST,STANFORD,"(34.0403, -118.2421)",2017
394,1429941,170104411,01/07/2017,01/07/2017,30,1,Central,157,624,BATTERY - SIMPLE ASSAULT,1218 0416,27.0,F,B,710.0,OTHER PREMISE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,6TH,CROCKER,"(34.0417, -118.2443)",2017
395,1429942,170104412,01/07/2017,01/07/2017,300,1,Central,157,624,BATTERY - SIMPLE ASSAULT,2004 1218 0444,39.0,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,5TH,TOWNE,"(34.043, -118.242)",2017
401,1429948,170104456,01/08/2017,01/08/2017,145,1,Central,164,860,BATTERY WITH SEXUAL CONTACT,0522,26.0,F,O,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,7TH,SPRING,"(34.0445, -118.2523)",2017
407,1429954,170104433,01/06/2017,01/06/2017,1530,1,Central,185,210,ROBBERY,0400 0344 0346 0342 0355,24.0,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,OLYMPIC                      BL,BROADWAY,"(34.0413, -118.2579)",2017
420,1429967,170104457,01/08/2017,01/08/2017,30,1,Central,176,860,BATTERY WITH SEXUAL CONTACT,1218 2004 0400 0543,48.0,M,W,103.0,ALLEY,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,8TH,SAN PEDRO,"(34.0387, -118.2488)",2017
424,1429971,170104463,01/08/2017,01/08/2017,355,1,Central,152,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0400 0419 1601 0416,47.0,F,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,5TH,OLIVE,"(34.0502, -118.254)",2017
433,1429980,170104484,01/08/2017,01/07/2017,1630,1,Central,157,210,ROBBERY,0340 0334 0355 0344,62.0,M,B,101.0,STREET,207.0,OTHER KNIFE,IC,Invest Cont,7TH,CROCKER,"(34.0401, -118.2459)",2017
436,1429983,170104488,01/08/2017,01/08/2017,1520,1,Central,147,624,BATTERY - SIMPLE ASSAULT,0416 0447,57.0,M,W,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,5TH,SAN JULIAN,"(34.0446, -118.245)",2017
452,1429999,170104530,01/09/2017,01/09/2017,825,1,Central,148,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400 1402,49.0,M,B,102.0,SIDEWALK,200.0,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,5TH,CROCKER                      ST,"(34.0435, -118.2427)",2017
453,1430000,170104534,01/09/2017,01/09/2017,720,1,Central,164,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1402 0400 2004,37.0,M,H,102.0,SIDEWALK,207.0,OTHER KNIFE,AA,Adult Arrest,7TH,MAIN                         ST,"(34.0439, -118.2514)",2017
461,1430008,170104550,01/09/2017,01/09/2017,1330,1,Central,159,210,ROBBERY,0416 0344,31.0,M,W,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,7TH                          ST,ALAMEDA,"(34.035, -118.2386)",2017
465,1430012,170104557,01/09/2017,01/09/2017,2145,1,Central,174,624,BATTERY - SIMPLE ASSAULT,0416 1501,38.0,M,W,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,8TH,LOS ANGELES,"(34.0419, -118.2523)",2017
467,1430014,170104559,01/09/2017,01/09/2017,2110,1,Central,155,624,BATTERY - SIMPLE ASSAULT,0416 0417 1218,53.0,F,H,102.0,SIDEWALK,500.0,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,6TH,WALL,"(34.0435, -118.2471)",2017
471,1430018,170104563,01/10/2017,01/10/2017,35,1,Central,185,761,BRANDISH WEAPON,0334,46.0,M,H,102.0,SIDEWALK,207.0,OTHER KNIFE,IC,Invest Cont,9TH,MAIN,"(34.0411, -118.2545)",2017
475,1430022,170104573,01/10/2017,01/09/2017,2050,1,Central,128,210,ROBBERY,0416 2004 0344,42.0,F,H,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,2ND,CENTRAL,"(34.0472, -118.2385)",2017
482,1430029,170104606,01/10/2017,01/10/2017,1300,1,Central,156,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0443,42.0,F,H,102.0,SIDEWALK,511.0,VERBAL THREAT,AA,Adult Arrest,5TH,TOWNE                        AV,"(34.0437, -118.2455)",2017
522,1430069,170104692,01/11/2017,01/11/2017,1345,1,Central,195,624,BATTERY - SIMPLE ASSAULT,0416,30.0,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,WASHINGTON                   BL,MAIN                         ST,"(34.0311, -118.2646)",2017
528,1430075,170104701,01/11/2017,01/11/2017,1700,1,Central,111,624,BATTERY - SIMPLE ASSAULT,0416 0419,22.0,F,B,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,CESAR E CHAVEZ,FIGUEROA,"(34.0627, -118.2463)",2017
560,1430107,170104765,01/12/2017,01/12/2017,1345,1,Central,111,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0448,20.0,F,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,ALPINE,CLEVELAND,"(34.0635, -118.2426)",2017
579,1430126,170104801,01/13/2017,01/13/2017,510,1,Central,176,210,ROBBERY,0344 0416 0429,52.0,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,8TH                          ST,SAN JULIAN,"(34.0394, -118.2496)",2017
580,1430127,170104806,01/13/2017,01/13/2017,1815,1,Central,152,624,BATTERY - SIMPLE ASSAULT,0443 0448 0913,46.0,M,W,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,6TH,OLIVE,"(34.0481, -118.2542)",2017
595,1430142,170104834,01/14/2017,01/14/2017,1730,1,Central,156,210,ROBBERY,1020 0334 0302 0444 0344 0370,28.0,M,W,102.0,SIDEWALK,102.0,HAND GUN,IC,Invest Cont,6TH,SAN JULIAN,"(34.0428, -118.2461)",2017
602,1430149,170104847,01/14/2017,01/14/2017,1930,1,Central,148,210,ROBBERY,0416 0344 1218,25.0,M,B,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,4TH                          ST,CROCKER                      ST,"(34.0449, -118.2415)",2017
610,1430157,170104862,01/15/2017,01/15/2017,200,1,Central,138,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0305 0416 0429,37.0,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,4TH,WALL,"(34.0464, -118.2447)",2017
615,1430162,170104867,01/15/2017,01/02/2017,1330,1,Central,176,624,BATTERY - SIMPLE ASSAULT,1310 0416 0356,55.0,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,8TH,MAPLE,"(34.0408, -118.2511)",2017
623,1430170,170104883,01/16/2017,01/15/2017,1600,1,Central,151,210,ROBBERY,0416 0369 0355 0429 0344,46.0,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,FIGUEROA,7TH                          ST,"(34.0494, -118.2599)",2017
625,1430172,170104886,01/16/2017,01/15/2017,2345,1,Central,157,210,ROBBERY,0417 0416 0344 1238,51.0,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,6TH                          ST,CROCKER,"(34.0417, -118.2443)",2017
627,1430174,170104893,01/16/2017,01/16/2017,530,1,Central,153,624,BATTERY - SIMPLE ASSAULT,0416 2004,37.0,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,6TH                          ST,SPRING,"(34.046, -118.2509)",2017
630,1430177,170104900,01/16/2017,01/15/2017,1900,1,Central,147,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0408 0416 0400,38.0,F,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,5TH,SAN PEDRO,"(34.0442, -118.2439)",2017
632,1430179,170104902,01/16/2017,01/16/2017,830,1,Central,163,210,ROBBERY,0416,35.0,M,O,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,7TH,HILL,"(34.0459, -118.2545)",2017
643,1430190,170104926,01/16/2017,01/16/2017,2130,1,Central,166,210,ROBBERY,0444 0334 0449 0344,45.0,M,B,102.0,SIDEWALK,204.0,FOLDING KNIFE,IC,Invest Cont,6TH,SAN JULIAN,"(34.0428, -118.2461)",2017
645,1430192,170104928,01/16/2017,01/14/2017,2200,1,Central,157,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0448 1218 2004,55.0,F,B,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,6TH,CROCKER,"(34.0417, -118.2443)",2017
653,1430200,170104950,01/17/2017,01/17/2017,1000,1,Central,122,624,BATTERY - SIMPLE ASSAULT,0400,31.0,F,O,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,1ST                          ST,HILL                         ST,"(34.0544, -118.2466)",2017
656,1430203,170104968,01/17/2017,01/17/2017,815,1,Central,166,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 1218,49.0,F,W,102.0,SIDEWALK,308.0,STICK,IC,Invest Cont,6TH,SAN PEDRO                    ST,"(34.0423, -118.2452)",2017
663,1430210,170104979,01/17/2017,01/17/2017,1130,1,Central,123,624,BATTERY - SIMPLE ASSAULT,1810 0913 0444,31.0,F,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,HILL                         ST,1ST                          ST,"(34.0532, -118.2476)",2017
666,1430213,170104987,01/18/2017,01/18/2017,1,1,Central,132,210,ROBBERY,0416 0344,58.0,M,B,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,2ND                          ST,FIGUEROA                     ST,"(34.0566, -118.2528)",2017
668,1430215,170104990,01/17/2017,01/17/2017,1640,1,Central,185,210,ROBBERY,0400 0429 0305 0344,56.0,F,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,PICO                         BL,MAIN                         ST,"(34.0364, -118.2603)",2017
669,1430216,170104991,01/17/2017,01/17/2017,1900,1,Central,157,220,ATTEMPTED ROBBERY,0337 0416 1218,56.0,M,H,102.0,SIDEWALK,223.0,UNKNOWN TYPE CUTTING INSTRUMENT,IC,Invest Cont,6TH                          ST,TOWNE                        AV,"(34.0408, -118.2428)",2017
685,1430232,170105022,01/18/2017,01/17/2017,1710,1,Central,152,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421,57.0,M,O,101.0,STREET,511.0,VERBAL THREAT,IC,Invest Cont,6TH                          ST,HILL                         ST,"(34.0481, -118.2542)",2017
706,1430253,170105077,01/19/2017,01/19/2017,1600,1,Central,157,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1813 1814 0416,38.0,F,B,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,5TH,SAN PEDRO                    ST,"(34.0442, -118.2439)",2017
707,1430254,170105079,01/19/2017,01/19/2017,1245,1,Central,138,624,BATTERY - SIMPLE ASSAULT,0416,45.0,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,BOYD                         ST,SAN PEDRO                    ST,"(34.0467, -118.2427)",2017
709,1430256,170105082,01/19/2017,01/19/2017,1430,1,Central,157,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400,29.0,M,B,102.0,SIDEWALK,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,6TH,SAN PEDRO                    ST,"(34.0417, -118.2443)",2017
711,1430258,170105086,01/19/2017,01/19/2017,1010,1,Central,176,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1202 0416 0401 0913,45.0,M,B,124.0,BUS STOP,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,SAN PEDRO                    ST,7TH                          ST,"(34.0395, -118.248)",2017
717,1430264,170105093,01/19/2017,01/19/2017,1840,1,Central,111,624,BATTERY - SIMPLE ASSAULT,0417 0416,32.0,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JA,Juv Arrest,BROADWAY                     AV,COLLEGE,"(34.064, -118.2375)",2017
718,1430265,170105094,01/19/2017,01/19/2017,1840,1,Central,111,624,BATTERY - SIMPLE ASSAULT,1266 0401,51.0,M,O,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,BROADWAY                     AV,COLLEGE,"(34.064, -118.2375)",2017
721,1430268,170105098,01/19/2017,01/19/2017,2000,1,Central,185,624,BATTERY - SIMPLE ASSAULT,0444 0416 0429,43.0,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,9TH                          ST,HILL                         ST,"(34.043, -118.2571)",2017
722,1430269,170105099,01/19/2017,01/19/2017,400,1,Central,156,121,"RAPE, FORCIBLE",1206 2002 0400 0500 0522 1218 2004 0448 0408,55.0,F,B,710.0,OTHER PREMISE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,6TH                          ST,SAN JULIAN,"(34.0428, -118.2461)",2017
724,1430271,170105102,01/20/2017,01/20/2017,215,1,Central,162,210,ROBBERY,0344 0432,67.0,M,W,102.0,SIDEWALK,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,6TH,WILSHIRE,"(34.0462, -118.2585)",2017
729,1430276,170105108,01/20/2017,01/20/2017,800,1,Central,154,623,BATTERY POLICE (SIMPLE),0356,24.0,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,6TH                          ST,LOS ANGELES,"(34.0446, -118.249)",2017
752,1430299,170105153,01/21/2017,01/21/2017,140,1,Central,182,210,ROBBERY,0344 0416 0334 0352,20.0,M,H,102.0,SIDEWALK,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,11TH,FLOWER,"(34.043, -118.2641)",2017
761,1430308,170105171,01/20/2017,01/15/2017,400,1,Central,195,121,"RAPE, FORCIBLE",1215 0518 0512 0515 2004,20.0,F,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,18TH                         ST,MAIN                         ST,"(34.0322, -118.2637)",2017
765,1430312,170105179,01/21/2017,01/21/2017,1300,1,Central,156,210,ROBBERY,0416 0448 1000 1008 0916,54.0,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,5TH                          ST,CROCKER                      ST,"(34.0437, -118.2455)",2017
778,1430325,170105208,01/21/2017,01/21/2017,2215,1,Central,154,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1218 0411,45.0,M,B,102.0,SIDEWALK,223.0,UNKNOWN TYPE CUTTING INSTRUMENT,IC,Invest Cont,5TH,SPRING,"(34.0474, -118.2496)",2017
787,1430334,170105225,01/22/2017,01/22/2017,1330,1,Central,165,210,ROBBERY,0444 1214 0100,65.0,M,W,203.0,OTHER BUSINESS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,7TH,MAPLE,"(34.0419, -118.2485)",2017
789,1430336,170105229,01/20/2017,01/19/2017,1030,1,Central,166,626,INTIMATE PARTNER - SIMPLE ASSAULT,1311 0400 0416 1243 2000,59.0,M,B,801.0,MTA BUS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,E  6TH                          ST,S  SAN PEDRO                    ST,"(34.0423, -118.2452)",2017
791,1430338,170105232,01/22/2017,01/22/2017,930,1,Central,142,860,BATTERY WITH SEXUAL CONTACT,2004 0520 0340 0448 0522,26.0,F,O,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,5TH,GRAND,"(34.0502, -118.254)",2017
801,1430348,170105248,01/23/2017,01/23/2017,200,1,Central,174,624,BATTERY - SIMPLE ASSAULT,0448 0444 0429 0400 0913,28.0,F,W,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,3RD                          ST,MAIN                         ST,"(34.0426, -118.2528)",2017
802,1430349,170105255,01/23/2017,01/23/2017,750,1,Central,111,624,BATTERY - SIMPLE ASSAULT,0416,30.0,F,W,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,ARCADIA,MAIN,"(34.0558, -118.24)",2017
804,1430351,170105257,01/23/2017,01/22/2017,15,1,Central,152,624,BATTERY - SIMPLE ASSAULT,0416 0400 0431,37.0,M,O,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,6TH,MAIN,"(34.0491, -118.2558)",2017
808,1430355,170105262,01/23/2017,01/22/2017,15,1,Central,152,624,BATTERY - SIMPLE ASSAULT,0416 0400 0431,34.0,M,W,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,6TH,MAIN,"(34.0491, -118.2558)",2017
809,1430356,170105264,01/23/2017,01/22/2017,15,1,Central,152,624,BATTERY - SIMPLE ASSAULT,0416 0400 0431,19.0,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,6TH,MAIN,"(34.0491, -118.2558)",2017
827,1430374,170105306,01/24/2017,01/23/2017,2000,1,Central,156,624,BATTERY - SIMPLE ASSAULT,0429,63.0,F,W,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,5TH                          ST,WALL,"(34.0449, -118.2458)",2017
830,1430377,170105311,01/23/2017,01/23/2017,2230,1,Central,133,210,ROBBERY,0416 0344,37.0,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,3RD,BROADWAY,"(34.051, -118.248)",2017
843,1430390,170105343,01/24/2017,01/24/2017,650,1,Central,152,624,BATTERY - SIMPLE ASSAULT,0448 1027,21.0,F,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,7TH                          ST,OLIVE,"(34.0467, -118.2556)",2017
849,1430396,170105354,01/24/2017,01/24/2017,1700,1,Central,111,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416,66.0,M,H,102.0,SIDEWALK,308.0,STICK,AA,Adult Arrest,ALPINE                       ST,GRAND                        AV,"(34.0635, -118.2434)",2017
853,1430400,170105358,01/24/2017,01/24/2017,1230,1,Central,165,210,ROBBERY,0337 0400 0344 0444,61.0,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,7TH                          ST,MAPLE,"(34.0419, -118.2485)",2017
855,1430402,170105361,01/24/2017,01/24/2017,1330,1,Central,166,624,BATTERY - SIMPLE ASSAULT,0416 0400 0429 0327,44.0,F,B,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,6TH                          ST,SAN JULIAN                   ST,"(34.0428, -118.2461)",2017
858,1430405,170105374,01/24/2017,01/24/2017,1700,1,Central,157,210,ROBBERY,0444 0305 0429 0344,54.0,M,O,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,6TH                          ST,SAN PEDRO                    ST,"(34.0417, -118.2443)",2017
864,1430411,170105359,01/24/2017,01/24/2017,1300,1,Central,142,624,BATTERY - SIMPLE ASSAULT,0416,25.0,F,B,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,5TH                          ST,HILL                         ST,"(34.0488, -118.2518)",2017
871,1430418,170105418,01/25/2017,01/25/2017,1555,1,Central,156,624,BATTERY - SIMPLE ASSAULT,0416,52.0,F,B,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,6TH                          ST,SAN JULIAN                   ST,"(34.0428, -118.2461)",2017
885,1430432,170105444,01/26/2017,01/26/2017,1,1,Central,138,121,"RAPE, FORCIBLE",1218 0527 0519,50.0,F,W,710.0,OTHER PREMISE,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,6TH,TOWNE,"(34.0468, -118.2415)",2017
895,1430442,170105508,01/26/2017,01/26/2017,2140,1,Central,158,210,ROBBERY,0344 1402 0302,39.0,M,H,102.0,SIDEWALK,101.0,REVOLVER,IC,Invest Cont,7TH                          ST,ALAMEDA,"(34.035, -118.2386)",2017
899,1430446,170105519,01/27/2017,01/27/2017,130,1,Central,174,210,ROBBERY,0416 0344,59.0,M,W,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,9TH,LOS ANGELES,"(34.0407, -118.2541)",2017
920,1430467,170105555,01/27/2017,01/26/2017,1700,1,Central,164,351,PURSE SNATCHING,0345 0346 0429 0444,59.0,F,B,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,7TH,MAIN,"(34.0439, -118.2514)",2017
930,1430477,170105570,01/27/2017,01/27/2017,1240,1,Central,152,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,2004 0443 0421,32.0,M,H,403.0,DRUG STORE,511.0,VERBAL THREAT,AA,Adult Arrest,7TH                          ST,HOPE                         ST,"(34.048, -118.2577)",2017
931,1430478,170105571,01/27/2017,01/27/2017,1900,1,Central,156,210,ROBBERY,1218 0400 0344 0416,50.0,M,B,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,5TH                          ST,SAN PEDRO                    ST,"(34.0442, -118.2439)",2017
946,1430493,170105603,01/28/2017,01/28/2017,950,1,Central,147,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1238 0373 0416,57.0,M,B,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,5TH,SAN JULIAN,"(34.0446, -118.245)",2017
948,1430495,170105606,01/28/2017,01/28/2017,1540,1,Central,154,624,BATTERY - SIMPLE ASSAULT,1019 0416,60.0,M,H,102.0,SIDEWALK,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,5TH,MAIN,"(34.0471, -118.2491)",2017
949,1430496,170105607,01/28/2017,01/28/2017,1540,1,Central,154,624,BATTERY - SIMPLE ASSAULT,1019 0416,56.0,M,O,102.0,SIDEWALK,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,5TH,MAIN,"(34.0471, -118.2491)",2017
952,1430499,170105614,01/28/2017,01/28/2017,1700,1,Central,147,210,ROBBERY,0907 1218 0416 0344 0370 0417,64.0,M,B,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,5TH,SAN PEDRO,"(34.0442, -118.2439)",2017
962,1430509,170105646,01/28/2017,01/28/2017,2315,1,Central,153,210,ROBBERY,0355 0416 0344 0329,43.0,M,W,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,7TH                          ST,BROADWAY,"(34.0452, -118.2534)",2017
965,1430512,170105651,01/29/2017,01/29/2017,15,1,Central,152,624,BATTERY - SIMPLE ASSAULT,0416,54.0,M,W,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,S  OLIVE                        ST,W  7TH                          ST,"(34.0467, -118.2556)",2017
966,1430513,170105652,01/28/2017,01/28/2017,2230,1,Central,139,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416,35.0,M,H,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,3RD                          ST,HEWITT,"(34.0458, -118.2361)",2017
971,1430518,170105663,01/29/2017,01/29/2017,850,1,Central,147,110,CRIMINAL HOMICIDE,1100 0430 1218 2004,42.0,M,H,102.0,SIDEWALK,102.0,HAND GUN,AA,Adult Arrest,5TH,SAN PEDRO                    ST,"(34.0442, -118.2439)",2017
972,1430519,170105665,01/29/2017,01/29/2017,1735,1,Central,138,210,ROBBERY,0342 1822 0334 0302 0344 0346 0312 0345,51.0,F,W,102.0,SIDEWALK,102.0,HAND GUN,IC,Invest Cont,4TH                          AV,TOWNE,"(34.0444, -118.2407)",2017
979,1430526,170105678,01/28/2017,01/28/2017,845,1,Central,195,210,ROBBERY,0416 0344,61.0,M,H,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,14TH,MAIN,"(34.0353, -118.2612)",2017
987,1430534,170105689,01/29/2017,01/29/2017,2020,1,Central,157,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421,54.0,M,B,102.0,SIDEWALK,511.0,VERBAL THREAT,IC,Invest Cont,6TH,CERES                        AV,"(34.0416, -118.244)",2017
993,1430540,170105749,01/30/2017,01/30/2017,1030,1,Central,153,220,ATTEMPTED ROBBERY,2004 0400,24.0,F,W,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,6TH,BROADWAY,"(34.0467, -118.252)",2017
